LF1	GCF_005341425_1
LF2	GCF_005341425_1
LF3	GCF_005341425_1
LF4	GCF_005341425_1
LF5	GCF_005341425_1
PF1	GCF_000002765_6
PF2	GCF_000002765_6
PF3	GCF_000002765_6
VC1	GCF_000621645_1
VC2	GCF_000621645_1
VC3	GCF_000621645_1
OT1	GCF_000214015_3
OT2	GCF_000214015_3
OT3	GCF_000214015_3
LR1	GCF_000010005_1
LR2	GCF_000010005_1
LM1	GCF_000014445_1
LW1	GCF_900187315_1
FF1	GCF_001457635_1
